"","Season","Game ID","Game Date","Home Team","Away Team","Event Type","Event Team","X Coord","Y Coord","Event Angle","Event Distance","X Coord 2","Y Coord 2","X Coord 1","Y Coord 1"
"159","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-64.1124,2.856,6.546395084,25.05093551,-64.1124,2.856,64.1124,-2.856
"160","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-42.5898,25.1345,28.43876844,52.77925496,-42.5898,25.1345,42.5898,-25.1345
"161","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",76.7646,18.2835,56.2093849,21.99980421,76.7646,18.2835,76.7646,18.2835
"162","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-79.3584,-13.2515,53.96090523,16.3878828,-79.3584,-13.2515,79.3584,13.2515
"163","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-58.6278,-3.995,7.493368892,30.63381396,-58.6278,-3.995,58.6278,3.995
"164","2016-17",14689494,"10/22/2016","BOS","MET","Shot","BOS",-66.6072,-1.598,4.081834607,22.44974601,-66.6072,-1.598,66.6072,1.598
"165","2016-17",14689494,"10/22/2016","BOS","MET","Shot","BOS",-42.3126,-21.7855,25.01492497,51.52010607,-42.3126,-21.7855,42.3126,21.7855
"166","2016-17",14689494,"10/22/2016","BOS","MET","Shot","BOS",-51.6186,-12.223,18.10675082,39.32900704,-51.6186,-12.223,51.6186,12.223
"167","2016-17",14689494,"10/22/2016","BOS","MET","Shot","MET",79.9722,-3.009,18.43342563,9.516052429,79.9722,-3.009,79.9722,-3.009
"168","2016-17",14689494,"10/22/2016","BOS","MET","Shot","MET",60.1326,-13.634,25.28124742,31.92511141,60.1326,-13.634,60.1326,-13.634
"169","2016-17",14689494,"10/22/2016","BOS","MET","Shot","BOS",-50.0148,1.241,1.823257545,39.00494712,-50.0148,1.241,50.0148,-1.241
